rank,tag,rating,character,id
378,Manburnot,5.036813048399054,"[""roy""]",4831519
379,AnimeSage,5.036813048399054,"[""jack""]",2769365
380,HERO,4.992808049610823,"[""jack""]",4014559
381,OfficeWalrus,4.929923127403583,"[""packun""]",3860050
382,United,4.815901358223448,"[""toonlink""]",4416768
383,Shinx,4.806519433001084,"[""jack""]",3476067
384,Skittles,4.699932040894836,,136086
385,Oromāto,4.627181503927005,"[""sora""]",5090797
386,Vermelho,4.613666675255182,"[""pacman""]",4300811
387,SuperJC25,4.551117541326546,"[""buddy""]",2688660
388,frogbutt12,4.537824876281064,,5051969
389,Mothmanne,4.458880243572433,"[""sheik""]",3649197
390,Brandonpug,4.424236014991949,,5168296
391,Dazey,4.389860962192911,"[""miifighter"", ""pitBoth""]",4879983
392,AceT,4.377039286892988,"[""random""]",4956503
393,Hollybot,4.334570219515627,"[""koopa""]",4431125
394,Skipes,4.279975869332806,,2185623
395,Sonicjc10,4.201418630614393,"[""sonic""]",5026408
396,ThePlant,4.060462934502633,"[""pikmin"", ""rockman""]",4995422
397,Trenchkiller,4.009320993289515,"[""demon""]",3846238
398,HAND$OME,3.9937149799371086,,813037
399,Habibi,3.978169711946114,"[""packun""]",3634697
400,Test Dummy,3.9280642621917563,"[""gaogaen""]",3917864
401,Nintenbro,3.889951461533748,,3887973
402,JackTheGiant,3.8785898956432123,,2393715
403,procuitto,3.8748100860862555,"[""eflame_first"", ""dolly""]",4789082
404,Spenzobenzo,3.871033960074265,,4924927
405,ddogg26,3.867261514017509,"[""roy""]",3859990
406,forevertrent,3.8409571295630736,,4276309
407,Venumleague,3.8073999353198222,"[""lucario""]",2411525
408,SHB,3.799982685914618,"[""pitBoth""]",3194253
409,KittyToast,3.7815027180492984,"[""paisy""]",3477801
410,RentsDue,3.737516638136183,,4928353
411,iRevengeTrx,3.730235529365867,,5159431
412,brave,3.7193404533801644,"[""pikachu""]",1000536
413,FlyingSaucer,3.7048631698514205,"[""metaknight""]",3116904
414,Jayrunner,3.6868457845148916,"[""lucario""]",621036
415,riverr,3.6689160208149745,"[""kamui""]",3523989
416,LoudyKing101,3.636861893830571,"[""bayonetta""]",4965563
417,Muhamed2009,3.636861893830571,"[""luigi""]",4454104
418,AjaxAnonymous,3.636861893830571,"[""kamui""]",4308428
